deviceKey,value,variable,standardtime (UTC-5)
T06,1569,Wh,2018-02-05 7:00
T09,200,Wh,2018-02-05 7:00
T07,404,Wh,2018-02-05 7:00
T05,21.42,TEMP,2018-02-05 7:04
T04,21.82,TEMP,2018-02-05 7:05
T05,21.56,TEMP,2018-02-05 7:09
T08,21.52,TEMP,2018-02-05 7:09
T04,21.71,TEMP,2018-02-05 7:10
T03,21.64,TEMP,2018-02-05 7:11
T10,21.5,TEMP,2018-02-05 7:13
T05,21.45,TEMP,2018-02-05 7:16
T04,21.84,TEMP,2018-02-05 7:16
T10,21.4,TEMP,2018-02-05 7:21
T03,21.53,TEMP,2018-02-05 7:26
T05,21.56,TEMP,2018-02-05 7:27
T04,21.74,TEMP,2018-02-05 7:28
T12,21.43,TEMP,2018-02-05 7:28
T02,16.26,TEMP,2018-02-05 7:29
T12,21.33,TEMP,2018-02-05 7:30
T04,21.63,TEMP,2018-02-05 7:32
T05,21.38,TEMP,2018-02-05 7:33
T05,21.48,TEMP,2018-02-05 7:36
T12,21.47,TEMP,2018-02-05 7:36
T12,21.57,TEMP,2018-02-05 7:37
T01,21.42,TEMP,2018-02-05 7:45
T01,21.53,TEMP,2018-02-05 7:51
T09,21.61,TEMP,2018-02-05 7:54
T09,21.48,TEMP,2018-02-05 7:56
T03,488,Wh,2018-02-05 8:00
T10,279,Wh,2018-02-05 8:00
T12,336,Wh,2018-02-05 8:00
T04,712,Wh,2018-02-05 8:00
T01,289,Wh,2018-02-05 8:00
T02,0,Wh,2018-02-05 8:00
T09,200,Wh,2018-02-05 8:00
T08,304,Wh,2018-02-05 8:00
T06,1569,Wh,2018-02-05 8:00
T11,0,Wh,2018-02-05 8:00
T05,200,Wh,2018-02-05 8:00
T07,426,Wh,2018-02-05 8:00
T04,21.52,TEMP,2018-02-05 8:02
T01,21.43,TEMP,2018-02-05 8:03
T04,21.62,TEMP,2018-02-05 8:17
T04,21.52,TEMP,2018-02-05 8:25
T01,21.56,TEMP,2018-02-05 8:33
T04,21.64,TEMP,2018-02-05 8:34
T04,21.76,TEMP,2018-02-05 8:39
T02,16.38,TEMP,2018-02-05 8:48
T04,21.9,TEMP,2018-02-05 8:48
T09,21.61,TEMP,2018-02-05 8:50
T02,16.25,TEMP,2018-02-05 8:51
T09,21.46,TEMP,2018-02-05 8:52
T03,21.42,TEMP,2018-02-05 8:55
T09,21.61,TEMP,2018-02-05 8:57
T04,21.78,TEMP,2018-02-05 8:58
T09,21.9,TEMP,2018-02-05 8:59
T05,200,Wh,2018-02-05 9:00
T09,200,Wh,2018-02-05 9:00
T07,447,Wh,2018-02-05 9:00
T06,1569,Wh,2018-02-05 9:00
T12,192,Wh,2018-02-05 9:00
T03,348,Wh,2018-02-05 9:00
T11,0,Wh,2018-02-05 9:00
T04,187,Wh,2018-02-05 9:00
T02,0,Wh,2018-02-05 9:00
T10,720,Wh,2018-02-05 9:00
T08,292,Wh,2018-02-05 9:00
T01,353,Wh,2018-02-05 9:00
T03,21.56,TEMP,2018-02-05 9:00
T01,21.45,TEMP,2018-02-05 9:01
T10,21.52,TEMP,2018-02-05 9:02
T04,21.67,TEMP,2018-02-05 9:02
T03,21.45,TEMP,2018-02-05 9:06
T04,21.57,TEMP,2018-02-05 9:07
T05,21.65,TEMP,2018-02-05 9:10
T05,21.54,TEMP,2018-02-05 9:11
T09,22.17,TEMP,2018-02-05 9:12
T02,16.35,TEMP,2018-02-05 9:14
T09,22.32,TEMP,2018-02-05 9:16
T03,21.48,TEMP,2018-02-05 9:19
T09,22.43,TEMP,2018-02-05 9:20
T04,21.47,TEMP,2018-02-05 9:20
T09,22.56,TEMP,2018-02-05 9:21
T11,22.16,TEMP,2018-02-05 9:21
T03,21.38,TEMP,2018-02-05 9:21
T05,21.42,TEMP,2018-02-05 9:23
T09,22.72,TEMP,2018-02-05 9:24
T11,21.95,TEMP,2018-02-05 9:26
T03,21.5,TEMP,2018-02-05 9:26
T09,23.19,TEMP,2018-02-05 9:27
T06,21.11,TEMP,2018-02-05 9:27
T11,22.1,TEMP,2018-02-05 9:27
T05,21.53,TEMP,2018-02-05 9:28
T01,21.57,TEMP,2018-02-05 9:28
T06,21.26,TEMP,2018-02-05 9:29
T09,23.07,TEMP,2018-02-05 9:32
T06,21.16,TEMP,2018-02-05 9:34
T04,21.36,TEMP,2018-02-05 9:34
T12,21.47,TEMP,2018-02-05 9:36
T09,22.91,TEMP,2018-02-05 9:38
T10,21.62,TEMP,2018-02-05 9:38
T09,22.81,TEMP,2018-02-05 9:39
T09,22.62,TEMP,2018-02-05 9:40
T09,22.47,TEMP,2018-02-05 9:42
T09,22.36,TEMP,2018-02-05 9:44
T09,22.19,TEMP,2018-02-05 9:45
T06,21.05,TEMP,2018-02-05 9:46
T01,21.67,TEMP,2018-02-05 9:46
T03,21.61,TEMP,2018-02-05 9:46
T12,21.6,TEMP,2018-02-05 9:47
T07,21.41,TEMP,2018-02-05 9:48
T09,22.09,TEMP,2018-02-05 9:48
T10,21.74,TEMP,2018-02-05 9:49
T04,21.47,TEMP,2018-02-05 9:49
T09,21.98,TEMP,2018-02-05 9:50
T07,21.52,TEMP,2018-02-05 9:52
T04,21.58,TEMP,2018-02-05 9:52
T12,21.5,TEMP,2018-02-05 9:52
T09,21.88,TEMP,2018-02-05 9:53
T04,21.7,TEMP,2018-02-05 9:54
T09,21.72,TEMP,2018-02-05 9:57
T04,21.81,TEMP,2018-02-05 9:57
T06,20.95,TEMP,2018-02-05 9:59
T10,627,Wh,2018-02-05 10:00
T12,108,Wh,2018-02-05 10:00
T02,0,Wh,2018-02-05 10:00
T03,279,Wh,2018-02-05 10:00
T09,0,Wh,2018-02-05 10:00
T07,447,Wh,2018-02-05 10:00
T06,1569,Wh,2018-02-05 10:00
T11,0,Wh,2018-02-05 10:00
T05,175,Wh,2018-02-05 10:00
T08,269,Wh,2018-02-05 10:00
T04,75,Wh,2018-02-05 10:00
T01,225,Wh,2018-02-05 10:00
T07,21.41,TEMP,2018-02-05 10:00
T08,17,SET,2018-02-05 10:00
T10,17,SET,2018-02-05 10:00
T04,17,SET,2018-02-05 10:00
T01,17,SET,2018-02-05 10:00
T03,17,SET,2018-02-05 10:00
T12,17,SET,2018-02-05 10:01
T09,21.6,TEMP,2018-02-05 10:03
T06,20.84,TEMP,2018-02-05 10:03
T12,21.38,TEMP,2018-02-05 10:03
T09,21.5,SET,2018-02-05 10:04
T09,21.53,TEMP,2018-02-05 10:04
T07,21.5,SET,2018-02-05 10:04
T07,21.54,TEMP,2018-02-05 10:04
T06,20.81,TEMP,2018-02-05 10:04
T06,21.5,SET,2018-02-05 10:04
T11,22.05,TEMP,2018-02-05 10:04
T11,21.5,SET,2018-02-05 10:04
T05,21.44,TEMP,2018-02-05 10:04
T05,21.5,SET,2018-02-05 10:04
T08,21.34,TEMP,2018-02-05 10:04
T08,17,SET,2018-02-05 10:04
T10,17,SET,2018-02-05 10:04
T10,21.68,TEMP,2018-02-05 10:04
T02,16,SET,2018-02-05 10:04
T02,16.44,TEMP,2018-02-05 10:04
T04,17,SET,2018-02-05 10:04
T04,21.89,TEMP,2018-02-05 10:04
T01,17,SET,2018-02-05 10:04
T01,21.72,TEMP,2018-02-05 10:04
T03,17,SET,2018-02-05 10:04
T03,21.52,TEMP,2018-02-05 10:04
T12,21.18,TEMP,2018-02-05 10:04
T12,17,SET,2018-02-05 10:04
T09,21.42,TEMP,2018-02-05 10:05
T08,21.16,TEMP,2018-02-05 10:05
T12,21.08,TEMP,2018-02-05 10:06
T08,21.05,TEMP,2018-02-05 10:07
T12,20.95,TEMP,2018-02-05 10:08
T09,21.26,TEMP,2018-02-05 10:09
T08,20.77,TEMP,2018-02-05 10:09
T01,21.61,TEMP,2018-02-05 10:09
T08,20.65,TEMP,2018-02-05 10:10
T08,20.54,TEMP,2018-02-05 10:11
T04,22.01,TEMP,2018-02-05 10:11
T12,20.82,TEMP,2018-02-05 10:11
T08,20.43,TEMP,2018-02-05 10:12
T07,21.42,TEMP,2018-02-05 10:13
T08,20.27,TEMP,2018-02-05 10:14
T09,21.15,TEMP,2018-02-05 10:15
T06,20.93,TEMP,2018-02-05 10:17
T08,20.12,TEMP,2018-02-05 10:17
T04,21.86,TEMP,2018-02-05 10:18
T07,21.54,TEMP,2018-02-05 10:19
T08,19.98,TEMP,2018-02-05 10:20
T04,21.69,TEMP,2018-02-05 10:20
T08,19.88,TEMP,2018-02-05 10:23
T01,21.49,TEMP,2018-02-05 10:23
T04,21.56,TEMP,2018-02-05 10:24
T07,21.42,TEMP,2018-02-05 10:27
T08,19.76,TEMP,2018-02-05 10:27
T10,21.58,TEMP,2018-02-05 10:28
T04,21.38,TEMP,2018-02-05 10:28
T04,21.49,TEMP,2018-02-05 10:29
T09,21.26,TEMP,2018-02-05 10:30
T05,21.56,TEMP,2018-02-05 10:30
T08,19.66,TEMP,2018-02-05 10:31
T07,21.54,TEMP,2018-02-05 10:33
T05,21.42,TEMP,2018-02-05 10:33
T04,21.35,TEMP,2018-02-05 10:34
T08,19.56,TEMP,2018-02-05 10:36
T01,21.38,TEMP,2018-02-05 10:36
T09,21.39,TEMP,2018-02-05 10:38
T05,21.57,TEMP,2018-02-05 10:38
T12,20.71,TEMP,2018-02-05 10:38
T05,21.47,TEMP,2018-02-05 10:40
T07,21.41,TEMP,2018-02-05 10:41
T08,19.45,TEMP,2018-02-05 10:42
T07,21.52,TEMP,2018-02-05 10:45
T04,21.24,TEMP,2018-02-05 10:47
T08,19.34,TEMP,2018-02-05 10:48
T08,19.23,TEMP,2018-02-05 10:55
T07,21.4,TEMP,2018-02-05 10:56
T10,21.46,TEMP,2018-02-05 10:56
T09,21.51,TEMP,2018-02-05 10:58
T03,21.4,TEMP,2018-02-05 10:58
T07,21.52,TEMP,2018-02-05 10:59
T01,21.27,TEMP,2018-02-05 10:59
T12,0,Wh,2018-02-05 11:00
T09,175,Wh,2018-02-05 11:00
T07,426,Wh,2018-02-05 11:00
T06,1542,Wh,2018-02-05 11:00
T11,0,Wh,2018-02-05 11:00
T05,200,Wh,2018-02-05 11:00
T08,0,Wh,2018-02-05 11:00
T10,0,Wh,2018-02-05 11:00
T02,0,Wh,2018-02-05 11:00
T04,0,Wh,2018-02-05 11:00
T01,0,Wh,2018-02-05 11:00
T03,0,Wh,2018-02-05 11:00
T05,21.61,TEMP,2018-02-05 11:02
T08,19.11,TEMP,2018-02-05 11:02
T04,21.13,TEMP,2018-02-05 11:06
T05,21.48,TEMP,2018-02-05 11:07
T09,21.5,TEMP,2018-02-05 11:10
T09,21.5,SET,2018-02-05 11:10
T07,21.46,TEMP,2018-02-05 11:10
T07,21.5,SET,2018-02-05 11:10
T06,20.88,TEMP,2018-02-05 11:10
T06,21.5,SET,2018-02-05 11:10
T11,21.5,SET,2018-02-05 11:10
T11,22.04,TEMP,2018-02-05 11:10
T05,21.5,SET,2018-02-05 11:10
T05,21.47,TEMP,2018-02-05 11:10
T08,17,SET,2018-02-05 11:10
T08,19.02,TEMP,2018-02-05 11:10
T10,17,SET,2018-02-05 11:10
T10,21.35,TEMP,2018-02-05 11:10
T02,16,SET,2018-02-05 11:10
T02,16.41,TEMP,2018-02-05 11:10
T04,17,SET,2018-02-05 11:10
T04,21.09,TEMP,2018-02-05 11:10
T01,21.25,TEMP,2018-02-05 11:10
T01,17,SET,2018-02-05 11:10
T03,21.26,TEMP,2018-02-05 11:10
T03,17,SET,2018-02-05 11:10
T12,17,SET,2018-02-05 11:10
T12,20.62,TEMP,2018-02-05 11:10
T03,21.16,TEMP,2018-02-05 11:16
T08,18.9,TEMP,2018-02-05 11:17
T04,21.23,TEMP,2018-02-05 11:19
T11,22.15,TEMP,2018-02-05 11:20
T11,22.03,TEMP,2018-02-05 11:21
T04,21.37,TEMP,2018-02-05 11:22
T12,20.52,TEMP,2018-02-05 11:22
T03,21.06,TEMP,2018-02-05 11:24
T01,21.14,TEMP,2018-02-05 11:25
T08,18.79,TEMP,2018-02-05 11:26
T10,21.25,TEMP,2018-02-05 11:26
T04,21.49,TEMP,2018-02-05 11:30
T07,21.58,TEMP,2018-02-05 11:31
T12,20.41,TEMP,2018-02-05 11:31
T03,20.95,TEMP,2018-02-05 11:31
T08,18.68,TEMP,2018-02-05 11:34
T07,21.45,TEMP,2018-02-05 11:35
T04,21.59,TEMP,2018-02-05 11:35
T05,21.57,TEMP,2018-02-05 11:38
T03,20.84,TEMP,2018-02-05 11:38
T10,21.14,TEMP,2018-02-05 11:40
T01,21.04,TEMP,2018-02-05 11:42
T08,18.56,TEMP,2018-02-05 11:43
T12,20.3,TEMP,2018-02-05 11:43
T05,21.41,TEMP,2018-02-05 11:44
T03,20.72,TEMP,2018-02-05 11:47
T05,21.56,TEMP,2018-02-05 11:48
T04,21.43,TEMP,2018-02-05 11:48
T04,21.29,TEMP,2018-02-05 11:49
T09,21.5,SET,2018-02-05 11:51
T09,21.5,TEMP,2018-02-05 11:51
T07,21.51,TEMP,2018-02-05 11:51
T07,21.5,SET,2018-02-05 11:51
T06,21.5,SET,2018-02-05 11:51
T06,20.87,TEMP,2018-02-05 11:51
T11,21.5,SET,2018-02-05 11:51
T11,22.14,TEMP,2018-02-05 11:51
T05,21.51,TEMP,2018-02-05 11:51
T05,21.5,SET,2018-02-05 11:51
T08,18.45,TEMP,2018-02-05 11:51
T08,17,SET,2018-02-05 11:51
T10,21.07,TEMP,2018-02-05 11:51
T10,17,SET,2018-02-05 11:51
T02,16.39,TEMP,2018-02-05 11:52
T02,16,SET,2018-02-05 11:52
T04,21.18,TEMP,2018-02-05 11:52
T04,17,SET,2018-02-05 11:52
T01,20.99,TEMP,2018-02-05 11:52
T01,17,SET,2018-02-05 11:52
T03,17,SET,2018-02-05 11:52
T03,20.66,TEMP,2018-02-05 11:52
T12,20.25,TEMP,2018-02-05 11:52
T12,17,SET,2018-02-05 11:52
T11,21.9,TEMP,2018-02-05 11:53
T11,22.03,TEMP,2018-02-05 11:54
T04,21.07,TEMP,2018-02-05 11:54
T09,21.63,TEMP,2018-02-05 11:55
T05,21.4,TEMP,2018-02-05 11:55
T09,21.52,TEMP,2018-02-05 11:57
T05,21.53,TEMP,2018-02-05 11:57
T04,20.94,TEMP,2018-02-05 11:57
T03,20.56,TEMP,2018-02-05 11:57
T03,0,Wh,2018-02-05 12:00
T11,0,Wh,2018-02-05 12:00
T06,1569,Wh,2018-02-05 12:00
T01,0,Wh,2018-02-05 12:00
T04,0,Wh,2018-02-05 12:00
T02,0,Wh,2018-02-05 12:00
T09,225,Wh,2018-02-05 12:00
T07,447,Wh,2018-02-05 12:00
T12,0,Wh,2018-02-05 12:00
T05,200,Wh,2018-02-05 12:00
T08,0,Wh,2018-02-05 12:00
T10,0,Wh,2018-02-05 12:00
T10,20.97,TEMP,2018-02-05 12:01
T08,18.34,TEMP,2018-02-05 12:02
T05,21.41,TEMP,2018-02-05 12:03
T12,20.15,TEMP,2018-02-05 12:04
T03,20.43,TEMP,2018-02-05 12:05
T01,20.88,TEMP,2018-02-05 12:06
T04,20.82,TEMP,2018-02-05 12:06
T08,18.24,TEMP,2018-02-05 12:11
T10,20.86,TEMP,2018-02-05 12:12
T04,20.7,TEMP,2018-02-05 12:14
T05,21.54,TEMP,2018-02-05 12:16
T03,20.32,TEMP,2018-02-05 12:17
T12,20.01,TEMP,2018-02-05 12:17
T08,18.12,TEMP,2018-02-05 12:21
T05,21.41,TEMP,2018-02-05 12:22
T05,21.52,TEMP,2018-02-05 12:26
T01,20.76,TEMP,2018-02-05 12:26
T03,20.2,TEMP,2018-02-05 12:27
T10,20.75,TEMP,2018-02-05 12:29
T09,21.49,TEMP,2018-02-05 12:34
T09,21.5,SET,2018-02-05 12:34
T07,21.53,TEMP,2018-02-05 12:34
T07,21.5,SET,2018-02-05 12:34
T06,20.88,TEMP,2018-02-05 12:34
T06,21.5,SET,2018-02-05 12:34
T11,21.5,SET,2018-02-05 12:34
T11,22,TEMP,2018-02-05 12:34
T05,21.5,TEMP,2018-02-05 12:34
T05,21.5,SET,2018-02-05 12:34
T08,17,SET,2018-02-05 12:34
T08,18.01,TEMP,2018-02-05 12:34
T10,17,SET,2018-02-05 12:34
T10,20.77,TEMP,2018-02-05 12:34
T02,16,SET,2018-02-05 12:34
T02,16.31,TEMP,2018-02-05 12:34
T04,17,SET,2018-02-05 12:34
T04,20.65,TEMP,2018-02-05 12:34
T01,20.7,TEMP,2018-02-05 12:34
T01,17,SET,2018-02-05 12:34
T03,17,SET,2018-02-05 12:34
T03,20.15,TEMP,2018-02-05 12:34
T12,17,SET,2018-02-05 12:34
T12,19.94,TEMP,2018-02-05 12:34
T09,21.5,SET,2018-02-05 12:40
T09,21.54,TEMP,2018-02-05 12:40
T07,21.5,SET,2018-02-05 12:40
T07,21.47,TEMP,2018-02-05 12:40
T06,20.85,TEMP,2018-02-05 12:40
T06,21.5,SET,2018-02-05 12:40
T11,22,TEMP,2018-02-05 12:40
T11,21.5,SET,2018-02-05 12:40
T05,21.47,TEMP,2018-02-05 12:40
T05,21.5,SET,2018-02-05 12:40
T08,17.97,TEMP,2018-02-05 12:40
T08,17,SET,2018-02-05 12:40
T10,20.73,TEMP,2018-02-05 12:40
T10,17,SET,2018-02-05 12:40
T02,16,SET,2018-02-05 12:40
T02,16.28,TEMP,2018-02-05 12:40
T04,20.64,TEMP,2018-02-05 12:40
T04,17,SET,2018-02-05 12:40
T01,20.67,TEMP,2018-02-05 12:40
T01,17,SET,2018-02-05 12:40
T03,20.08,TEMP,2018-02-05 12:41
T03,17,SET,2018-02-05 12:41
T12,19.89,TEMP,2018-02-05 12:41
T12,17,SET,2018-02-05 12:41
T10,20.63,TEMP,2018-02-05 12:46
T08,17.86,TEMP,2018-02-05 12:48
T04,20.79,TEMP,2018-02-05 12:52
T03,19.97,TEMP,2018-02-05 12:52
T04,20.93,TEMP,2018-02-05 12:55
T12,19.78,TEMP,2018-02-05 12:55
T01,20.56,TEMP,2018-02-05 12:56
T02,0,Wh,2018-02-05 13:00
T10,0,Wh,2018-02-05 13:00
T08,0,Wh,2018-02-05 13:00
T05,200,Wh,2018-02-05 13:00
T11,0,Wh,2018-02-05 13:00
T04,0,Wh,2018-02-05 13:00
T06,1569,Wh,2018-02-05 13:00
T07,447,Wh,2018-02-05 13:00
T09,208,Wh,2018-02-05 13:00
T01,0,Wh,2018-02-05 13:00
T03,0,Wh,2018-02-05 13:00
T12,0,Wh,2018-02-05 13:00
T10,20.52,TEMP,2018-02-05 13:00
T08,17.75,TEMP,2018-02-05 13:01
T04,21.04,TEMP,2018-02-05 13:01
T07,21.5,SET,2018-02-05 13:04
T07,21.46,TEMP,2018-02-05 13:04
T06,21.5,SET,2018-02-05 13:04
T06,20.84,TEMP,2018-02-05 13:04
T11,21.98,TEMP,2018-02-05 13:04
T11,21.5,SET,2018-02-05 13:04
T05,21.5,SET,2018-02-05 13:04
T05,21.6,TEMP,2018-02-05 13:04
T08,17.72,TEMP,2018-02-05 13:04
T08,17,SET,2018-02-05 13:04
T10,20.54,TEMP,2018-02-05 13:05
T10,17,SET,2018-02-05 13:05
T02,16.28,TEMP,2018-02-05 13:05
T02,16,SET,2018-02-05 13:05
T04,17,SET,2018-02-05 13:05
T04,21.14,TEMP,2018-02-05 13:05
T01,17,SET,2018-02-05 13:05
T01,20.55,TEMP,2018-02-05 13:05
T03,19.84,TEMP,2018-02-05 13:05
T03,17,SET,2018-02-05 13:05
T12,17,SET,2018-02-05 13:05
T12,19.71,TEMP,2018-02-05 13:05
T09,21.54,TEMP,2018-02-05 13:06
T09,21.5,SET,2018-02-05 13:06
T05,21.49,TEMP,2018-02-05 13:06
T04,21.26,TEMP,2018-02-05 13:17
T03,19.73,TEMP,2018-02-05 13:17
T08,17.61,TEMP,2018-02-05 13:18
T04,21.13,TEMP,2018-02-05 13:18
T04,21.02,TEMP,2018-02-05 13:19
T04,20.88,TEMP,2018-02-05 13:21
T12,19.61,TEMP,2018-02-05 13:21
T01,20.44,TEMP,2018-02-05 13:22
T04,20.76,TEMP,2018-02-05 13:23
T10,20.43,TEMP,2018-02-05 13:25
T04,20.64,TEMP,2018-02-05 13:26
T04,20.54,TEMP,2018-02-05 13:31
T09,21.42,TEMP,2018-02-05 13:33
T08,17.5,TEMP,2018-02-05 13:34
T07,21.57,TEMP,2018-02-05 13:35
T03,19.62,TEMP,2018-02-05 13:35
T05,21.6,TEMP,2018-02-05 13:36
T12,19.47,TEMP,2018-02-05 13:37
T09,21.53,TEMP,2018-02-05 13:38
T05,21.48,TEMP,2018-02-05 13:38
T10,20.31,TEMP,2018-02-05 13:38
T04,20.43,TEMP,2018-02-05 13:39
T07,21.45,TEMP,2018-02-05 13:41
T01,20.34,TEMP,2018-02-05 13:44
T09,21.54,TEMP,2018-02-05 13:47
T08,17.4,TEMP,2018-02-05 13:47
T03,19.52,TEMP,2018-02-05 13:47
T07,21.55,TEMP,2018-02-05 13:48
T06,20.73,TEMP,2018-02-05 13:51
T07,21.44,TEMP,2018-02-05 13:54
T04,20.33,TEMP,2018-02-05 13:55
T10,20.2,TEMP,2018-02-05 13:56
T01,20.23,TEMP,2018-02-05 13:56
T12,19.35,TEMP,2018-02-05 13:57
T07,21.55,TEMP,2018-02-05 13:58
T03,0,Wh,2018-02-05 14:00
T01,0,Wh,2018-02-05 14:00
T04,0,Wh,2018-02-05 14:00
T02,0,Wh,2018-02-05 14:00
T10,0,Wh,2018-02-05 14:00
T08,0,Wh,2018-02-05 14:00
T05,225,Wh,2018-02-05 14:00
T11,0,Wh,2018-02-05 14:00
T06,1542,Wh,2018-02-05 14:00
T07,426,Wh,2018-02-05 14:00
T09,208,Wh,2018-02-05 14:00
T12,0,Wh,2018-02-05 14:00
T07,21.45,TEMP,2018-02-05 14:03
T09,21.5,SET,2018-02-05 14:05
T09,21.46,TEMP,2018-02-05 14:05
T07,21.42,TEMP,2018-02-05 14:05
T07,21.5,SET,2018-02-05 14:05
T06,20.76,TEMP,2018-02-05 14:05
T06,21.5,SET,2018-02-05 14:05
T11,21.99,TEMP,2018-02-05 14:05
T11,21.5,SET,2018-02-05 14:05
T05,21.5,SET,2018-02-05 14:05
T05,21.43,TEMP,2018-02-05 14:05
T08,17,SET,2018-02-05 14:05
T08,17.27,TEMP,2018-02-05 14:05
T10,17,SET,2018-02-05 14:05
T10,20.16,TEMP,2018-02-05 14:05
T02,16.27,TEMP,2018-02-05 14:05
T02,16,SET,2018-02-05 14:05
T04,20.28,TEMP,2018-02-05 14:06
T04,17,SET,2018-02-05 14:06
T01,17,SET,2018-02-05 14:06
T01,20.23,TEMP,2018-02-05 14:06
T03,19.42,TEMP,2018-02-05 14:06
T03,17,SET,2018-02-05 14:06
T12,19.3,TEMP,2018-02-05 14:06
T12,17,SET,2018-02-05 14:06
T07,21.55,TEMP,2018-02-05 14:09
T05,21.55,TEMP,2018-02-05 14:11
T05,21.44,TEMP,2018-02-05 14:16
T04,20.13,TEMP,2018-02-05 14:16
T10,20.06,TEMP,2018-02-05 14:17
T12,19.18,TEMP,2018-02-05 14:18
T07,21.43,TEMP,2018-02-05 14:19
T03,19.32,TEMP,2018-02-05 14:20
T05,21.58,TEMP,2018-02-05 14:21
T04,20.29,TEMP,2018-02-05 14:22
T01,20.11,TEMP,2018-02-05 14:22
T04,20.44,TEMP,2018-02-05 14:24
T09,21.59,TEMP,2018-02-05 14:25
T07,21.53,TEMP,2018-02-05 14:25
T08,17.16,TEMP,2018-02-05 14:26
T04,20.58,TEMP,2018-02-05 14:27
T05,21.47,TEMP,2018-02-05 14:29
T04,20.71,TEMP,2018-02-05 14:30
T09,21.42,TEMP,2018-02-05 14:31
T03,19.18,TEMP,2018-02-05 14:34
T04,20.9,TEMP,2018-02-05 14:37
T09,21.55,TEMP,2018-02-05 14:38
T11,21.87,TEMP,2018-02-05 14:40
T12,19.08,TEMP,2018-02-05 14:44
T07,21.41,TEMP,2018-02-05 14:45
T08,17.05,TEMP,2018-02-05 14:45
T09,21.5,SET,2018-02-05 14:46
T09,21.46,TEMP,2018-02-05 14:46
T07,21.41,TEMP,2018-02-05 14:46
T07,21.5,SET,2018-02-05 14:46
T06,20.73,TEMP,2018-02-05 14:46
T06,21.5,SET,2018-02-05 14:46
T11,21.5,SET,2018-02-05 14:46
T11,21.9,TEMP,2018-02-05 14:46
T05,21.5,TEMP,2018-02-05 14:46
T05,21.5,SET,2018-02-05 14:46
T08,17.05,TEMP,2018-02-05 14:46
T08,17,SET,2018-02-05 14:46
T10,17,SET,2018-02-05 14:46
T10,19.97,TEMP,2018-02-05 14:46
T02,16,SET,2018-02-05 14:46
T02,16.23,TEMP,2018-02-05 14:46
T04,20.96,TEMP,2018-02-05 14:46
T04,17,SET,2018-02-05 14:46
T01,20.08,TEMP,2018-02-05 14:46
T01,17,SET,2018-02-05 14:46
T03,19.15,TEMP,2018-02-05 14:46
T03,17,SET,2018-02-05 14:46
T12,17,SET,2018-02-05 14:46
T12,19.06,TEMP,2018-02-05 14:46
T07,21.51,TEMP,2018-02-05 14:49
T04,20.75,TEMP,2018-02-05 14:52
T04,20.64,TEMP,2018-02-05 14:53
T09,21.59,TEMP,2018-02-05 14:54
T04,20.52,TEMP,2018-02-05 14:54
T04,20.4,TEMP,2018-02-05 14:56
T09,21.44,TEMP,2018-02-05 14:58
T12,0,Wh,2018-02-05 15:00
T02,0,Wh,2018-02-05 15:00
T10,0,Wh,2018-02-05 15:00
T08,0,Wh,2018-02-05 15:00
T05,225,Wh,2018-02-05 15:00
T06,1569,Wh,2018-02-05 15:00
T07,426,Wh,2018-02-05 15:00
T09,208,Wh,2018-02-05 15:00
T03,0,Wh,2018-02-05 15:00
T11,0,Wh,2018-02-05 15:00
T04,0,Wh,2018-02-05 15:00
T01,0,Wh,2018-02-05 15:00
T09,21.55,TEMP,2018-02-05 15:00
T10,21.5,SET,2018-02-05 15:00
T04,21.5,SET,2018-02-05 15:00
T01,21.5,SET,2018-02-05 15:00
T03,21.5,SET,2018-02-05 15:00
T12,21.5,SET,2018-02-05 15:00
T04,20.2,TEMP,2018-02-05 15:01
T01,19.95,TEMP,2018-02-05 15:02
T12,19.19,TEMP,2018-02-05 15:02
T08,17.23,TEMP,2018-02-05 15:03
T04,20.37,TEMP,2018-02-05 15:04
T01,20.29,TEMP,2018-02-05 15:04
T03,19.37,TEMP,2018-02-05 15:04
T12,19.45,TEMP,2018-02-05 15:04
T10,20.12,TEMP,2018-02-05 15:05
T01,20.67,TEMP,2018-02-05 15:05
T03,19.63,TEMP,2018-02-05 15:05
T12,19.69,TEMP,2018-02-05 15:05
T08,17.64,TEMP,2018-02-05 15:06
T10,20.37,TEMP,2018-02-05 15:06
T04,20.62,TEMP,2018-02-05 15:06
T01,20.92,TEMP,2018-02-05 15:06
T03,19.99,TEMP,2018-02-05 15:06
T12,20.05,TEMP,2018-02-05 15:06
T08,17.88,TEMP,2018-02-05 15:07
T10,20.54,TEMP,2018-02-05 15:07
T04,20.76,TEMP,2018-02-05 15:07
T01,21.13,TEMP,2018-02-05 15:07
T03,20,SET,2018-02-05 15:07
T03,21.49,TEMP,2018-02-05 15:07
T12,20.42,TEMP,2018-02-05 15:07
T05,21.61,TEMP,2018-02-05 15:08
T08,18.17,TEMP,2018-02-05 15:08
T10,20.86,TEMP,2018-02-05 15:08
T04,20.87,TEMP,2018-02-05 15:08
T01,21.26,TEMP,2018-02-05 15:08
T12,20.71,TEMP,2018-02-05 15:08
T08,18.39,TEMP,2018-02-05 15:09
T10,20.99,TEMP,2018-02-05 15:09
T01,21.42,TEMP,2018-02-05 15:09
T03,21.62,TEMP,2018-02-05 15:09
T12,20.89,TEMP,2018-02-05 15:09
T08,18.59,TEMP,2018-02-05 15:10
