deviceKey,value,variable,standardtime (UTC-5)
T11,18.22,TEMP,2018-02-01 2:45
T11,18.22,TEMP,2018-02-01 2:45
T05,17.55,TEMP,2018-02-01 2:46
T05,17.55,TEMP,2018-02-01 2:46
T09,17.83,TEMP,2018-02-01 2:47
T09,17.83,TEMP,2018-02-01 2:47
T04,18.28,TEMP,2018-02-01 2:49
T04,18.28,TEMP,2018-02-01 2:49
T07,17.09,TEMP,2018-02-01 2:50
T07,17.09,TEMP,2018-02-01 2:50
T04,18.06,TEMP,2018-02-01 2:50
T04,18.06,TEMP,2018-02-01 2:50
T08,17.15,TEMP,2018-02-01 2:51
T08,17.15,TEMP,2018-02-01 2:51
T04,17.89,TEMP,2018-02-01 2:51
T04,17.89,TEMP,2018-02-01 2:51
T10,17.11,TEMP,2018-02-01 2:53
T10,17.11,TEMP,2018-02-01 2:53
T01,17.45,TEMP,2018-02-01 2:53
T04,17.75,TEMP,2018-02-01 2:53
T01,17.45,TEMP,2018-02-01 2:53
T04,17.75,TEMP,2018-02-01 2:53
T06,17.25,TEMP,2018-02-01 2:54
T06,17.25,TEMP,2018-02-01 2:54
T04,17.64,TEMP,2018-02-01 2:55
T04,17.64,TEMP,2018-02-01 2:55
T09,17.68,TEMP,2018-02-01 2:56
T09,17.68,TEMP,2018-02-01 2:56
T05,17.44,TEMP,2018-02-01 2:57
T05,17.44,TEMP,2018-02-01 2:57
T11,18.11,TEMP,2018-02-01 2:58
T11,18.11,TEMP,2018-02-01 2:58
T04,17.53,TEMP,2018-02-01 2:58
T04,17.53,TEMP,2018-02-01 2:58
T09,0,Wh,2018-02-01 3:00
T06,0,Wh,2018-02-01 3:00
T11,0,Wh,2018-02-01 3:00
T09,0,Wh,2018-02-01 3:00
T08,0,Wh,2018-02-01 3:00
T12,156,Wh,2018-02-01 3:00
T03,383,Wh,2018-02-01 3:00
T01,0,Wh,2018-02-01 3:00
T04,0,Wh,2018-02-01 3:00
T02,258,Wh,2018-02-01 3:00
T10,0,Wh,2018-02-01 3:00
T05,0,Wh,2018-02-01 3:00
T05,0,Wh,2018-02-01 3:00
T11,0,Wh,2018-02-01 3:00
T06,0,Wh,2018-02-01 3:00
T07,0,Wh,2018-02-01 3:00
T12,156,Wh,2018-02-01 3:00
T08,0,Wh,2018-02-01 3:00
T01,0,Wh,2018-02-01 3:00
T03,383,Wh,2018-02-01 3:00
T10,0,Wh,2018-02-01 3:00
T07,0,Wh,2018-02-01 3:00
T02,258,Wh,2018-02-01 3:00
T04,0,Wh,2018-02-01 3:00
T07,16.99,TEMP,2018-02-01 3:00
T07,16.99,TEMP,2018-02-01 3:00
T08,17.03,TEMP,2018-02-01 3:02
T08,17.03,TEMP,2018-02-01 3:02
T01,17.34,TEMP,2018-02-01 3:02
T01,17.34,TEMP,2018-02-01 3:02
T06,17.15,TEMP,2018-02-01 3:03
T06,17.15,TEMP,2018-02-01 3:03
T11,17.98,TEMP,2018-02-01 3:03
T11,17.98,TEMP,2018-02-01 3:03
T10,16.99,TEMP,2018-02-01 3:04
T10,16.99,TEMP,2018-02-01 3:04
T04,17.42,TEMP,2018-02-01 3:04
T04,17.42,TEMP,2018-02-01 3:04
T04,17.32,TEMP,2018-02-01 3:05
T04,17.32,TEMP,2018-02-01 3:05
T05,17.33,TEMP,2018-02-01 3:09
T05,17.33,TEMP,2018-02-01 3:09
T08,16.93,TEMP,2018-02-01 3:14
T08,16.93,TEMP,2018-02-01 3:14
T09,17.58,TEMP,2018-02-01 3:15
T09,17.58,TEMP,2018-02-01 3:15
T04,17.22,TEMP,2018-02-01 3:16
T04,17.22,TEMP,2018-02-01 3:16
T06,17.04,TEMP,2018-02-01 3:17
T06,17.04,TEMP,2018-02-01 3:17
T10,16.86,TEMP,2018-02-01 3:18
T10,16.86,TEMP,2018-02-01 3:18
T01,17.24,TEMP,2018-02-01 3:18
T01,17.24,TEMP,2018-02-01 3:18
T11,17.87,TEMP,2018-02-01 3:19
T11,17.87,TEMP,2018-02-01 3:19
T08,16.83,TEMP,2018-02-01 3:19
T08,16.83,TEMP,2018-02-01 3:19
T05,17.22,TEMP,2018-02-01 3:26
T05,17.22,TEMP,2018-02-01 3:26
T10,16.96,TEMP,2018-02-01 3:27
T10,16.96,TEMP,2018-02-01 3:27
T09,17.46,TEMP,2018-02-01 3:28
T09,17.46,TEMP,2018-02-01 3:28
T06,16.92,TEMP,2018-02-01 3:35
T06,16.92,TEMP,2018-02-01 3:35
T03,17.88,TEMP,2018-02-01 3:36
T03,17.88,TEMP,2018-02-01 3:36
T11,17.73,TEMP,2018-02-01 3:39
T11,17.73,TEMP,2018-02-01 3:39
T03,17.99,TEMP,2018-02-01 3:40
T03,17.99,TEMP,2018-02-01 3:40
T09,17.35,TEMP,2018-02-01 3:41
T09,17.35,TEMP,2018-02-01 3:41
T05,17.11,TEMP,2018-02-01 3:41
T05,17.11,TEMP,2018-02-01 3:41
T06,16.81,TEMP,2018-02-01 3:44
T06,16.81,TEMP,2018-02-01 3:44
T03,18.09,TEMP,2018-02-01 3:45
T03,18.09,TEMP,2018-02-01 3:45
T03,17.98,TEMP,2018-02-01 3:47
T03,17.98,TEMP,2018-02-01 3:47
T04,17.09,TEMP,2018-02-01 3:54
T04,17.09,TEMP,2018-02-01 3:54
T05,17.21,TEMP,2018-02-01 3:55
T05,17.21,TEMP,2018-02-01 3:55
T04,17.22,TEMP,2018-02-01 3:56
T04,17.22,TEMP,2018-02-01 3:56
T04,17.37,TEMP,2018-02-01 3:57
T04,17.37,TEMP,2018-02-01 3:57
T12,18.08,TEMP,2018-02-01 3:57
T12,18.08,TEMP,2018-02-01 3:57
T08,16.93,TEMP,2018-02-01 3:58
T08,16.93,TEMP,2018-02-01 3:58
T04,17.49,TEMP,2018-02-01 3:58
T04,17.49,TEMP,2018-02-01 3:58
T04,17.59,TEMP,2018-02-01 3:59
T04,17.59,TEMP,2018-02-01 3:59
T09,0,Wh,2018-02-01 4:00
T07,85,Wh,2018-02-01 4:00
T06,104,Wh,2018-02-01 4:00
T11,0,Wh,2018-02-01 4:00
T05,0,Wh,2018-02-01 4:00
T12,144,Wh,2018-02-01 4:00
T03,488,Wh,2018-02-01 4:00
T10,116,Wh,2018-02-01 4:00
T04,0,Wh,2018-02-01 4:00
T01,0,Wh,2018-02-01 4:00
T10,116,Wh,2018-02-01 4:00
T08,105,Wh,2018-02-01 4:00
T02,223,Wh,2018-02-01 4:00
T06,104,Wh,2018-02-01 4:00
T02,223,Wh,2018-02-01 4:00
T08,105,Wh,2018-02-01 4:00
T05,0,Wh,2018-02-01 4:00
T07,85,Wh,2018-02-01 4:00
T09,0,Wh,2018-02-01 4:00
T11,0,Wh,2018-02-01 4:00
T12,144,Wh,2018-02-01 4:00
T03,488,Wh,2018-02-01 4:00
T01,0,Wh,2018-02-01 4:00
T04,0,Wh,2018-02-01 4:00
T04,17.7,TEMP,2018-02-01 4:01
T04,17.7,TEMP,2018-02-01 4:01
T12,17.94,TEMP,2018-02-01 4:01
T12,17.94,TEMP,2018-02-01 4:01
T04,17.83,TEMP,2018-02-01 4:03
T04,17.83,TEMP,2018-02-01 4:03
T09,17.23,TEMP,2018-02-01 4:04
T09,17.23,TEMP,2018-02-01 4:04
T09,17.36,TEMP,2018-02-01 4:06
T09,17.36,TEMP,2018-02-01 4:06
T09,17.22,TEMP,2018-02-01 4:07
T09,17.22,TEMP,2018-02-01 4:07
T05,17.37,TEMP,2018-02-01 4:07
T05,17.37,TEMP,2018-02-01 4:07
T04,17.94,TEMP,2018-02-01 4:07
T04,17.94,TEMP,2018-02-01 4:07
T12,18.05,TEMP,2018-02-01 4:07
T12,18.05,TEMP,2018-02-01 4:07
T06,16.7,TEMP,2018-02-01 4:10
T06,16.7,TEMP,2018-02-01 4:10
T05,17.27,TEMP,2018-02-01 4:10
T05,17.27,TEMP,2018-02-01 4:10
T12,17.95,TEMP,2018-02-01 4:10
T12,17.95,TEMP,2018-02-01 4:10
T11,17.84,TEMP,2018-02-01 4:11
T11,17.84,TEMP,2018-02-01 4:11
T04,18.05,TEMP,2018-02-01 4:11
T04,18.05,TEMP,2018-02-01 4:11
T04,18.17,TEMP,2018-02-01 4:19
T04,18.17,TEMP,2018-02-01 4:19
T09,17.32,TEMP,2018-02-01 4:20
T09,17.32,TEMP,2018-02-01 4:20
T01,17.12,TEMP,2018-02-01 4:20
T01,17.12,TEMP,2018-02-01 4:20
T11,17.99,TEMP,2018-02-01 4:22
T11,17.99,TEMP,2018-02-01 4:22
T05,17.37,TEMP,2018-02-01 4:22
T05,17.37,TEMP,2018-02-01 4:22
T04,17.9,TEMP,2018-02-01 4:26
T04,17.9,TEMP,2018-02-01 4:26
T06,16.8,TEMP,2018-02-01 4:27
T06,16.8,TEMP,2018-02-01 4:27
T04,17.76,TEMP,2018-02-01 4:27
T04,17.76,TEMP,2018-02-01 4:27
T04,17.61,TEMP,2018-02-01 4:28
T04,17.61,TEMP,2018-02-01 4:28
T04,17.44,TEMP,2018-02-01 4:30
T04,17.44,TEMP,2018-02-01 4:30
T04,17.27,TEMP,2018-02-01 4:33
T04,17.27,TEMP,2018-02-01 4:33
T05,17.49,TEMP,2018-02-01 4:35
T05,17.49,TEMP,2018-02-01 4:35
T12,18.07,TEMP,2018-02-01 4:35
T12,18.07,TEMP,2018-02-01 4:35
T04,17.15,TEMP,2018-02-01 4:36
T04,17.15,TEMP,2018-02-01 4:36
T12,17.95,TEMP,2018-02-01 4:38
T12,17.95,TEMP,2018-02-01 4:38
T09,17.42,TEMP,2018-02-01 4:39
T09,17.42,TEMP,2018-02-01 4:39
T01,17.02,TEMP,2018-02-01 4:39
T01,17.02,TEMP,2018-02-01 4:39
T04,17.03,TEMP,2018-02-01 4:42
T04,17.03,TEMP,2018-02-01 4:42
T12,18.06,TEMP,2018-02-01 4:43
T12,18.06,TEMP,2018-02-01 4:43
T11,18.09,TEMP,2018-02-01 4:45
T11,18.09,TEMP,2018-02-01 4:45
T04,16.93,TEMP,2018-02-01 4:52
T04,16.93,TEMP,2018-02-01 4:52
T11,18.2,TEMP,2018-02-01 4:56
T11,18.2,TEMP,2018-02-01 4:56
T06,16.91,TEMP,2018-02-01 4:57
T06,16.91,TEMP,2018-02-01 4:57
T12,17.95,TEMP,2018-02-01 4:59
T12,17.95,TEMP,2018-02-01 4:59
T11,0,Wh,2018-02-01 5:00
T10,186,Wh,2018-02-01 5:00
T06,967,Wh,2018-02-01 5:00
T07,106,Wh,2018-02-01 5:00
T09,0,Wh,2018-02-01 5:00
T02,223,Wh,2018-02-01 5:00
T04,0,Wh,2018-02-01 5:00
T01,0,Wh,2018-02-01 5:00
T03,523,Wh,2018-02-01 5:00
T12,144,Wh,2018-02-01 5:00
T05,0,Wh,2018-02-01 5:00
T07,106,Wh,2018-02-01 5:00
T09,0,Wh,2018-02-01 5:00
T06,967,Wh,2018-02-01 5:00
T12,144,Wh,2018-02-01 5:00
T03,523,Wh,2018-02-01 5:00
T01,0,Wh,2018-02-01 5:00
T04,0,Wh,2018-02-01 5:00
T02,223,Wh,2018-02-01 5:00
T10,186,Wh,2018-02-01 5:00
T08,210,Wh,2018-02-01 5:00
T05,0,Wh,2018-02-01 5:00
T11,0,Wh,2018-02-01 5:00
T08,210,Wh,2018-02-01 5:00
T10,17.07,TEMP,2018-02-01 5:02
T10,17.07,TEMP,2018-02-01 5:02
T10,16.97,TEMP,2018-02-01 5:08
T10,16.97,TEMP,2018-02-01 5:08
T09,17.56,TEMP,2018-02-01 5:15
T09,17.56,TEMP,2018-02-01 5:15
T05,17.59,TEMP,2018-02-01 5:17
T05,17.59,TEMP,2018-02-01 5:17
T11,18.31,TEMP,2018-02-01 5:19
T11,18.31,TEMP,2018-02-01 5:19
T09,17.42,TEMP,2018-02-01 5:24
T09,17.42,TEMP,2018-02-01 5:24
T10,17.07,TEMP,2018-02-01 5:26
T10,17.07,TEMP,2018-02-01 5:26
T06,17.01,TEMP,2018-02-01 5:29
T06,17.01,TEMP,2018-02-01 5:29
T08,21.5,SET,2018-02-01 5:30
T08,21.5,SET,2018-02-01 5:30
T10,21.5,SET,2018-02-01 5:30
T10,21.5,SET,2018-02-01 5:30
T04,21.5,SET,2018-02-01 5:30
T04,21.5,SET,2018-02-01 5:30
T01,21.5,SET,2018-02-01 5:30
T01,21.5,SET,2018-02-01 5:30
T03,21.5,SET,2018-02-01 5:30
T03,21.5,SET,2018-02-01 5:30
T12,21.5,SET,2018-02-01 5:30
T12,21.5,SET,2018-02-01 5:30
T10,16.96,TEMP,2018-02-01 5:31
T10,16.96,TEMP,2018-02-01 5:31
T03,18.09,TEMP,2018-02-01 5:31
T03,18.09,TEMP,2018-02-01 5:31
T08,17.09,TEMP,2018-02-01 5:33
T08,17.09,TEMP,2018-02-01 5:33
T04,17.14,TEMP,2018-02-01 5:33
T04,17.14,TEMP,2018-02-01 5:33
T01,17.29,TEMP,2018-02-01 5:33
T03,18.27,TEMP,2018-02-01 5:33
T01,17.29,TEMP,2018-02-01 5:33
T03,18.27,TEMP,2018-02-01 5:33
T12,18.2,TEMP,2018-02-01 5:33
T12,18.2,TEMP,2018-02-01 5:33
T09,17.57,TEMP,2018-02-01 5:34
T09,17.57,TEMP,2018-02-01 5:34
T08,17.2,TEMP,2018-02-01 5:34
T08,17.2,TEMP,2018-02-01 5:34
T10,17.15,TEMP,2018-02-01 5:34
T10,17.15,TEMP,2018-02-01 5:34
T01,17.53,TEMP,2018-02-01 5:34
T01,17.53,TEMP,2018-02-01 5:34
T04,17.29,TEMP,2018-02-01 5:34
T04,17.29,TEMP,2018-02-01 5:34
T03,18.51,TEMP,2018-02-01 5:34
T03,18.51,TEMP,2018-02-01 5:34
T12,18.44,TEMP,2018-02-01 5:34
T12,18.44,TEMP,2018-02-01 5:34
T05,17.7,TEMP,2018-02-01 5:35
T05,17.7,TEMP,2018-02-01 5:35
T08,17.35,TEMP,2018-02-01 5:35
T08,17.35,TEMP,2018-02-01 5:35
T10,17.36,TEMP,2018-02-01 5:36
T10,17.36,TEMP,2018-02-01 5:36
T04,17.47,TEMP,2018-02-01 5:36
T04,17.47,TEMP,2018-02-01 5:36
T01,17.8,TEMP,2018-02-01 5:36
T01,17.8,TEMP,2018-02-01 5:36
T03,18.82,TEMP,2018-02-01 5:36
T03,18.82,TEMP,2018-02-01 5:36
T12,18.82,TEMP,2018-02-01 5:36
T12,18.82,TEMP,2018-02-01 5:36
T08,17.51,TEMP,2018-02-01 5:37
T08,17.51,TEMP,2018-02-01 5:37
T10,17.59,TEMP,2018-02-01 5:37
T10,17.59,TEMP,2018-02-01 5:37
T04,17.66,TEMP,2018-02-01 5:37
T04,17.66,TEMP,2018-02-01 5:37
T01,17.99,TEMP,2018-02-01 5:37
T03,19.09,TEMP,2018-02-01 5:37
T01,17.99,TEMP,2018-02-01 5:37
T03,19.09,TEMP,2018-02-01 5:37
T12,19.01,TEMP,2018-02-01 5:37
T12,19.01,TEMP,2018-02-01 5:37
T08,17.65,TEMP,2018-02-01 5:38
T08,17.65,TEMP,2018-02-01 5:38
T10,17.8,TEMP,2018-02-01 5:38
T10,17.8,TEMP,2018-02-01 5:38
T04,17.78,TEMP,2018-02-01 5:38
T04,17.78,TEMP,2018-02-01 5:38
T01,18.09,TEMP,2018-02-01 5:38
T01,18.09,TEMP,2018-02-01 5:38
T12,19.23,TEMP,2018-02-01 5:38
T03,19.34,TEMP,2018-02-01 5:38
T12,19.23,TEMP,2018-02-01 5:38
T03,19.34,TEMP,2018-02-01 5:38
T10,18,TEMP,2018-02-01 5:39
T08,17.77,TEMP,2018-02-01 5:39
T10,18,TEMP,2018-02-01 5:39
T08,17.77,TEMP,2018-02-01 5:39
T04,17.92,TEMP,2018-02-01 5:39
T04,17.92,TEMP,2018-02-01 5:39
T01,18.19,TEMP,2018-02-01 5:39
T01,18.19,TEMP,2018-02-01 5:39
T03,19.49,TEMP,2018-02-01 5:39
T03,19.49,TEMP,2018-02-01 5:39
T12,19.39,TEMP,2018-02-01 5:39
T12,19.39,TEMP,2018-02-01 5:39
T10,18.18,TEMP,2018-02-01 5:40
T10,18.18,TEMP,2018-02-01 5:40
T08,17.89,TEMP,2018-02-01 5:40
T08,17.89,TEMP,2018-02-01 5:40
T02,16.14,TEMP,2018-02-01 5:40
T02,16.14,TEMP,2018-02-01 5:40
T04,18.06,TEMP,2018-02-01 5:40
T04,18.06,TEMP,2018-02-01 5:40
T03,19.7,TEMP,2018-02-01 5:40
T03,19.7,TEMP,2018-02-01 5:40
T12,19.59,TEMP,2018-02-01 5:40
T12,19.59,TEMP,2018-02-01 5:40
T10,18.37,TEMP,2018-02-01 5:41
T10,18.37,TEMP,2018-02-01 5:41
T04,18.19,TEMP,2018-02-01 5:41
T04,18.19,TEMP,2018-02-01 5:41
T01,18.37,TEMP,2018-02-01 5:41
T01,18.37,TEMP,2018-02-01 5:41
T03,19.84,TEMP,2018-02-01 5:41
T03,19.84,TEMP,2018-02-01 5:41
T12,19.74,TEMP,2018-02-01 5:41
T12,19.74,TEMP,2018-02-01 5:41
T05,17.81,TEMP,2018-02-01 5:42
T05,17.81,TEMP,2018-02-01 5:42
T08,18.09,TEMP,2018-02-01 5:42
T08,18.09,TEMP,2018-02-01 5:42
T02,16.29,TEMP,2018-02-01 5:42
T02,16.29,TEMP,2018-02-01 5:42
T04,18.34,TEMP,2018-02-01 5:42
T04,18.34,TEMP,2018-02-01 5:42
T01,18.55,TEMP,2018-02-01 5:42
T01,18.55,TEMP,2018-02-01 5:42
T03,20.03,TEMP,2018-02-01 5:42
T03,20.03,TEMP,2018-02-01 5:42
T12,19.91,TEMP,2018-02-01 5:42
T12,19.91,TEMP,2018-02-01 5:42
T06,17.12,TEMP,2018-02-01 5:43
T06,17.12,TEMP,2018-02-01 5:43
T10,18.58,TEMP,2018-02-01 5:44
T10,18.58,TEMP,2018-02-01 5:44
T04,18.48,TEMP,2018-02-01 5:44
T04,18.48,TEMP,2018-02-01 5:44
T01,18.66,TEMP,2018-02-01 5:44
T03,20.17,TEMP,2018-02-01 5:44
T01,18.66,TEMP,2018-02-01 5:44
T03,20.17,TEMP,2018-02-01 5:44
T12,20.02,TEMP,2018-02-01 5:44
T12,20.02,TEMP,2018-02-01 5:44
T10,18.69,TEMP,2018-02-01 5:45
T08,18.28,TEMP,2018-02-01 5:45
T08,18.28,TEMP,2018-02-01 5:45
T10,18.69,TEMP,2018-02-01 5:45
T02,16.39,TEMP,2018-02-01 5:45
T02,16.39,TEMP,2018-02-01 5:45
T04,18.61,TEMP,2018-02-01 5:45
T04,18.61,TEMP,2018-02-01 5:45
T01,18.79,TEMP,2018-02-01 5:45
T01,18.79,TEMP,2018-02-01 5:45
T03,20.32,TEMP,2018-02-01 5:45
T03,20.32,TEMP,2018-02-01 5:45
T12,20.15,TEMP,2018-02-01 5:45
T12,20.15,TEMP,2018-02-01 5:45
T10,20.04,TEMP,2018-02-01 5:46
T10,20.04,TEMP,2018-02-01 5:46
T04,18.74,TEMP,2018-02-01 5:46
T04,18.74,TEMP,2018-02-01 5:46
T12,20.37,TEMP,2018-02-01 5:46
T12,20.37,TEMP,2018-02-01 5:46
T09,17.47,TEMP,2018-02-01 5:47
T09,17.47,TEMP,2018-02-01 5:47
T08,18.51,TEMP,2018-02-01 5:47
T08,18.51,TEMP,2018-02-01 5:47
T10,19.85,TEMP,2018-02-01 5:47
T10,19.85,TEMP,2018-02-01 5:47
T04,18.89,TEMP,2018-02-01 5:47
T04,18.89,TEMP,2018-02-01 5:47
T01,16,SET,2018-02-01 5:48
T01,20.17,TEMP,2018-02-01 5:48
T01,20.17,TEMP,2018-02-01 5:48
T01,16,SET,2018-02-01 5:48
T03,21.5,TEMP,2018-02-01 5:48
T03,21.5,TEMP,2018-02-01 5:48
T03,20,SET,2018-02-01 5:48
T03,20,SET,2018-02-01 5:48
T09,17.57,TEMP,2018-02-01 5:49
T09,17.57,TEMP,2018-02-01 5:49
T01,19.92,TEMP,2018-02-01 5:49
T01,19.92,TEMP,2018-02-01 5:49
T03,21.31,TEMP,2018-02-01 5:49
T03,21.31,TEMP,2018-02-01 5:49
T12,20.54,TEMP,2018-02-01 5:49
T12,20.54,TEMP,2018-02-01 5:49
T11,18.43,TEMP,2018-02-01 5:50
T11,18.43,TEMP,2018-02-01 5:50
T10,19.59,TEMP,2018-02-01 5:50
T10,19.59,TEMP,2018-02-01 5:50
T01,19.68,TEMP,2018-02-01 5:50
T01,19.68,TEMP,2018-02-01 5:50
T03,21.1,TEMP,2018-02-01 5:50
T03,21.1,TEMP,2018-02-01 5:50
T08,18.64,TEMP,2018-02-01 5:51
T08,18.64,TEMP,2018-02-01 5:51
T10,19.43,TEMP,2018-02-01 5:51
T10,19.43,TEMP,2018-02-01 5:51
T01,21.5,SET,2018-02-01 5:51
T01,19.44,TEMP,2018-02-01 5:51
T01,19.44,TEMP,2018-02-01 5:51
T01,21.5,SET,2018-02-01 5:51
T03,20.8,TEMP,2018-02-01 5:51
T03,21.5,SET,2018-02-01 5:51
T03,20.8,TEMP,2018-02-01 5:51
T03,21.5,SET,2018-02-01 5:51
T02,16.28,TEMP,2018-02-01 5:52
T02,16.28,TEMP,2018-02-01 5:52
T04,19.03,TEMP,2018-02-01 5:52
T04,19.03,TEMP,2018-02-01 5:52
T01,19.31,TEMP,2018-02-01 5:52
T01,19.31,TEMP,2018-02-01 5:52
T03,20.59,TEMP,2018-02-01 5:53
T03,20.59,TEMP,2018-02-01 5:53
T12,20.64,TEMP,2018-02-01 5:53
T12,20.64,TEMP,2018-02-01 5:53
T03,20.44,TEMP,2018-02-01 5:54
T03,20.44,TEMP,2018-02-01 5:54
T09,17,SET,2018-02-01 5:55
T09,17.55,TEMP,2018-02-01 5:55
T09,17.55,TEMP,2018-02-01 5:55
T09,17,SET,2018-02-01 5:55
T07,16.99,TEMP,2018-02-01 5:55
T07,17,SET,2018-02-01 5:55
T07,17,SET,2018-02-01 5:55
T07,16.99,TEMP,2018-02-01 5:55
T06,17,SET,2018-02-01 5:55
T06,17,SET,2018-02-01 5:55
T06,17.12,TEMP,2018-02-01 5:55
T06,17.12,TEMP,2018-02-01 5:55
T11,18.36,TEMP,2018-02-01 5:55
T11,17,SET,2018-02-01 5:55
T11,18.36,TEMP,2018-02-01 5:55
T11,17,SET,2018-02-01 5:55
T05,17.78,TEMP,2018-02-01 5:55
T05,17,SET,2018-02-01 5:55
T05,17.78,TEMP,2018-02-01 5:55
T05,17,SET,2018-02-01 5:55
T08,18.79,TEMP,2018-02-01 5:55
T08,18.79,TEMP,2018-02-01 5:55
T08,21.5,SET,2018-02-01 5:55
T08,21.5,SET,2018-02-01 5:55
T10,21.5,SET,2018-02-01 5:55
T10,21.5,SET,2018-02-01 5:55
T10,20.17,TEMP,2018-02-01 5:55
T10,20.17,TEMP,2018-02-01 5:55
T02,16.26,TEMP,2018-02-01 5:55
T02,16.26,TEMP,2018-02-01 5:55
T02,16,SET,2018-02-01 5:55
T02,16,SET,2018-02-01 5:55
T04,19.13,TEMP,2018-02-01 5:55
T04,19.13,TEMP,2018-02-01 5:55
T04,21.5,SET,2018-02-01 5:55
T04,21.5,SET,2018-02-01 5:55
T01,19.29,TEMP,2018-02-01 5:56
T01,19.29,TEMP,2018-02-01 5:56
T01,21.5,SET,2018-02-01 5:56
T01,21.5,SET,2018-02-01 5:56
T03,20.36,TEMP,2018-02-01 5:56
T03,20.36,TEMP,2018-02-01 5:56
T03,21.5,SET,2018-02-01 5:56
T03,21.5,SET,2018-02-01 5:56
T12,20.64,TEMP,2018-02-01 5:56
T12,21.5,SET,2018-02-01 5:56
T12,21.5,SET,2018-02-01 5:56
T12,20.64,TEMP,2018-02-01 5:56
T10,19.96,TEMP,2018-02-01 5:57
T10,19.96,TEMP,2018-02-01 5:57
T01,19.39,TEMP,2018-02-01 5:57
T01,19.39,TEMP,2018-02-01 5:57
T08,18.92,TEMP,2018-02-01 5:58
T08,18.92,TEMP,2018-02-01 5:58
T04,19.24,TEMP,2018-02-01 5:58
T04,19.24,TEMP,2018-02-01 5:58
T03,20.53,TEMP,2018-02-01 5:58
T03,20.53,TEMP,2018-02-01 5:58
T10,19.78,TEMP,2018-02-01 5:59
T10,19.78,TEMP,2018-02-01 5:59
T09,0,Wh,2018-02-01 6:00
T05,0,Wh,2018-02-01 6:00
T03,244,Wh,2018-02-01 6:00
T07,127,Wh,2018-02-01 6:00
T06,1098,Wh,2018-02-01 6:00
T11,0,Wh,2018-02-01 6:00
T05,0,Wh,2018-02-01 6:00
T08,468,Wh,2018-02-01 6:00
T10,116,Wh,2018-02-01 6:00
T02,154,Wh,2018-02-01 6:00
T04,1237,Wh,2018-02-01 6:00
T01,0,Wh,2018-02-01 6:00
T03,244,Wh,2018-02-01 6:00
T12,432,Wh,2018-02-01 6:00
T12,432,Wh,2018-02-01 6:00
T01,0,Wh,2018-02-01 6:00
T04,1237,Wh,2018-02-01 6:00
T02,154,Wh,2018-02-01 6:00
T10,116,Wh,2018-02-01 6:00
T11,0,Wh,2018-02-01 6:00
T08,468,Wh,2018-02-01 6:00
T09,0,Wh,2018-02-01 6:00
T06,1098,Wh,2018-02-01 6:00
T07,127,Wh,2018-02-01 6:00
T09,21.5,SET,2018-02-01 6:00
T09,21.5,SET,2018-02-01 6:00
T06,21.5,SET,2018-02-01 6:00
T07,21.5,SET,2018-02-01 6:00
T06,21.5,SET,2018-02-01 6:00
T07,21.5,SET,2018-02-01 6:00
T11,21.5,SET,2018-02-01 6:00
T11,21.5,SET,2018-02-01 6:00
T05,21.5,SET,2018-02-01 6:00
T05,21.5,SET,2018-02-01 6:00
T04,19.34,TEMP,2018-02-01 6:00
T04,19.34,TEMP,2018-02-01 6:00
T01,16,SET,2018-02-01 6:00
T01,16,SET,2018-02-01 6:00
T01,20.83,TEMP,2018-02-01 6:00
T01,20.83,TEMP,2018-02-01 6:00
T03,20.8,TEMP,2018-02-01 6:00
T03,20.8,TEMP,2018-02-01 6:00
T12,20.9,TEMP,2018-02-01 6:00
T12,20.9,TEMP,2018-02-01 6:00
T09,17.49,TEMP,2018-02-01 6:01
T09,21.5,SET,2018-02-01 6:01
T09,17.49,TEMP,2018-02-01 6:01
T09,21.5,SET,2018-02-01 6:01
T07,21.5,SET,2018-02-01 6:01
T07,17.01,TEMP,2018-02-01 6:01
T07,21.5,SET,2018-02-01 6:01
T07,17.01,TEMP,2018-02-01 6:01
T06,17.14,TEMP,2018-02-01 6:01
T06,17.14,TEMP,2018-02-01 6:01
T06,21.5,SET,2018-02-01 6:01
T06,21.5,SET,2018-02-01 6:01
T11,18.33,TEMP,2018-02-01 6:01
T11,18.33,TEMP,2018-02-01 6:01
T11,21.5,SET,2018-02-01 6:01
T11,21.5,SET,2018-02-01 6:01
T05,17.77,TEMP,2018-02-01 6:01
T05,17.77,TEMP,2018-02-01 6:01
T05,21.5,SET,2018-02-01 6:01
T05,21.5,SET,2018-02-01 6:01
T08,19.12,TEMP,2018-02-01 6:01
T08,21.5,SET,2018-02-01 6:01
T08,21.5,SET,2018-02-01 6:01
T08,19.12,TEMP,2018-02-01 6:01
T10,19.72,TEMP,2018-02-01 6:01
T10,21.5,SET,2018-02-01 6:01
T10,21.5,SET,2018-02-01 6:01
T10,19.72,TEMP,2018-02-01 6:01
T02,16.2,TEMP,2018-02-01 6:02
T02,16,SET,2018-02-01 6:02
T02,16,SET,2018-02-01 6:02
T02,16.2,TEMP,2018-02-01 6:02
T04,19.41,TEMP,2018-02-01 6:02
T04,19.41,TEMP,2018-02-01 6:02
T04,21.5,SET,2018-02-01 6:02
T04,21.5,SET,2018-02-01 6:02
T01,20.5,TEMP,2018-02-01 6:02
T01,16,SET,2018-02-01 6:02
